Usia,Jenis_Kelamin,Status_Perkawinan,Jumlah_Anak,Pendidikan,Produk_Tabungan,Produk_Deposito,Produk_Kartu_Kredit,Pendapatan,Riwayat_Transaksi,Saldo_Rata_rata,Jalur_Pembukaan
31,Perempuan,Belum Menikah,0,Sarjana,0,0,1,3006,51,9605,Marketing
28,Laki-laki,Belum Menikah,1,Sarjana,1,0,0,4036,26,8897,Marketing
42,Laki-laki,Menikah,1,Magister,1,0,0,7002,34,5028,Aplikasi Digital
38,Laki-laki,Belum Menikah,1,Sarjana,0,1,1,2157,75,2249,Marketing
58,Perempuan,Menikah,2,Magister,0,1,1,6651,97,3782,Aplikasi Digital
31,Perempuan,Belum Menikah,2,Sarjana,0,0,1,6224,56,7643,Marketing
57,Laki-laki,Cerai,0,Sarjana,1,1,0,5943,66,6931,Marketing
48,Perempuan,Cerai,2,Magister,0,1,1,6366,71,9464,Marketing
31,Perempuan,Cerai,1,Magister,1,1,0,2208,51,1147,Marketing
47,Perempuan,Cerai,1,Magister,1,0,0,2562,18,6250,Aplikasi Digital
35,Laki-laki,Cerai,1,SMA,1,1,0,3815,47,5712,Aplikasi Digital
47,Laki-laki,Belum Menikah,2,Magister,0,0,0,4727,75,2678,Cabang
52,Laki-laki,Belum Menikah,1,Sarjana,0,1,0,3150,62,1121,Aplikasi Digital
38,Perempuan,Menikah,4,Sarjana,0,0,1,3318,32,7084,Cabang
46,Laki-laki,Cerai,4,SMA,0,1,0,5139,58,9634,Marketing
27,Laki-laki,Belum Menikah,2,Sarjana,0,1,0,6142,4,7253,Aplikasi Digital
52,Perempuan,Menikah,2,SMA,0,1,1,3188,96,3149,Cabang
60,Laki-laki,Cerai,1,Magister,1,0,1,4248,28,4576,Aplikasi Digital
28,Laki-laki,Belum Menikah,1,Magister,1,0,1,7897,42,6005,Marketing
57,Perempuan,Menikah,4,Magister,1,0,1,7972,39,8080,Marketing
50,Perempuan,Menikah,4,Sarjana,1,0,0,4365,42,4928,Marketing
25,Laki-laki,Cerai,1,Magister,0,1,0,3654,73,3837,Aplikasi Digital
33,Laki-laki,Menikah,4,Magister,0,0,0,7924,19,2597,Cabang
35,Laki-laki,Menikah,3,SMA,0,0,1,4958,7,2943,Marketing
56,Laki-laki,Menikah,1,Magister,1,1,0,2055,77,2188,Aplikasi Digital
63,Laki-laki,Cerai,0,Magister,0,1,0,3884,96,9743,Cabang
43,Perempuan,Cerai,2,Sarjana,1,0,0,4614,6,4374,Aplikasi Digital
48,Laki-laki,Menikah,3,Sarjana,0,0,0,2787,75,1326,Marketing
35,Laki-laki,Menikah,4,SMA,1,1,1,7659,2,4428,Aplikasi Digital
25,Laki-laki,Cerai,2,SMA,0,0,0,3372,62,5644,Aplikasi Digital
25,Laki-laki,Belum Menikah,0,Magister,0,1,1,7189,19,5942,Cabang
56,Laki-laki,Belum Menikah,2,SMA,0,1,0,6779,64,1719,Cabang
47,Perempuan,Cerai,2,Magister,0,1,0,3788,1,4545,Marketing
43,Perempuan,Belum Menikah,4,Sarjana,0,0,1,4485,94,2916,Cabang
32,Laki-laki,Cerai,3,Magister,1,0,1,6487,35,6461,Aplikasi Digital
23,Perempuan,Menikah,1,Magister,1,0,0,7816,0,2169,Marketing
35,Laki-laki,Belum Menikah,1,Sarjana,0,1,0,4962,58,7151,Aplikasi Digital
49,Laki-laki,Belum Menikah,1,Sarjana,0,0,0,7895,48,5711,Marketing
24,Laki-laki,Menikah,3,SMA,0,0,1,2653,70,7153,Marketing
49,Perempuan,Cerai,1,Magister,0,1,1,7502,62,1345,Cabang
40,Perempuan,Cerai,1,Magister,0,0,1,4230,72,3822,Marketing
29,Perempuan,Belum Menikah,1,SMA,1,1,0,3303,45,6680,Cabang
25,Laki-laki,Belum Menikah,3,Magister,0,1,1,3912,16,5770,Marketing
60,Laki-laki,Belum Menikah,4,Magister,0,0,1,7950,20,8268,Aplikasi Digital
37,Laki-laki,Menikah,4,Sarjana,0,1,0,6902,81,5625,Cabang
28,Perempuan,Belum Menikah,1,Magister,1,1,1,4759,21,8297,Marketing
39,Laki-laki,Menikah,0,Sarjana,1,1,1,6266,71,1154,Marketing
48,Perempuan,Menikah,2,SMA,0,0,1,4848,94,2040,Aplikasi Digital
44,Laki-laki,Belum Menikah,0,Magister,0,0,0,3624,66,7933,Marketing
45,Perempuan,Menikah,4,Sarjana,0,0,0,2151,11,4380,Marketing
29,Laki-laki,Cerai,2,Magister,1,1,0,5368,8,4299,Aplikasi Digital
44,Perempuan,Menikah,3,Magister,0,0,0,7971,14,5573,Aplikasi Digital
30,Perempuan,Cerai,0,Magister,0,1,1,6559,68,3317,Cabang
48,Laki-laki,Belum Menikah,1,SMA,1,1,0,7490,62,7615,Marketing
28,Perempuan,Belum Menikah,0,Magister,1,1,1,4027,33,4080,Cabang
60,Perempuan,Menikah,1,Magister,1,0,0,4488,19,8513,Aplikasi Digital
35,Perempuan,Cerai,3,SMA,0,0,0,5608,79,2454,Cabang
24,Laki-laki,Cerai,1,Magister,0,0,1,2648,45,8555,Aplikasi Digital
36,Laki-laki,Belum Menikah,4,Sarjana,0,0,0,7590,76,2174,Aplikasi Digital
61,Perempuan,Cerai,0,SMA,0,0,0,2693,53,1485,Aplikasi Digital
26,Laki-laki,Cerai,2,Magister,0,1,1,3160,81,2167,Marketing
56,Perempuan,Belum Menikah,2,Sarjana,0,0,0,3288,85,6745,Aplikasi Digital
57,Laki-laki,Belum Menikah,3,SMA,1,0,1,7066,29,6263,Aplikasi Digital
59,Perempuan,Cerai,2,Magister,1,1,0,4885,98,7074,Marketing
57,Laki-laki,Cerai,1,SMA,0,1,0,4225,84,8753,Aplikasi Digital
61,Laki-laki,Belum Menikah,1,Magister,0,0,0,2129,51,2124,Aplikasi Digital
24,Laki-laki,Belum Menikah,4,SMA,1,1,1,2421,16,4595,Aplikasi Digital
25,Laki-laki,Cerai,4,Magister,0,1,1,6111,5,2457,Marketing
41,Laki-laki,Belum Menikah,0,SMA,0,1,0,3714,94,3822,Cabang
38,Perempuan,Cerai,3,Sarjana,1,1,0,4976,48,4110,Marketing
57,Perempuan,Belum Menikah,2,Magister,0,0,1,6499,82,1664,Cabang
37,Laki-laki,Cerai,2,SMA,1,0,1,4957,63,7954,Marketing
59,Laki-laki,Belum Menikah,1,Sarjana,1,1,1,5528,85,3343,Cabang
32,Laki-laki,Menikah,1,Sarjana,1,0,1,3974,41,2464,Marketing
37,Perempuan,Menikah,2,SMA,1,1,0,3804,48,3505,Aplikasi Digital
46,Laki-laki,Menikah,1,SMA,0,1,1,5224,5,3378,Cabang
19,Laki-laki,Belum Menikah,2,Sarjana,1,0,0,7524,50,9099,Aplikasi Digital
43,Laki-laki,Menikah,1,SMA,1,0,1,6695,98,8422,Marketing
25,Perempuan,Menikah,2,SMA,1,1,1,3834,82,9967,Aplikasi Digital
39,Perempuan,Cerai,1,SMA,1,1,1,7978,95,5982,Cabang
37,Perempuan,Cerai,3,Magister,1,0,0,2654,90,4445,Cabang
24,Laki-laki,Cerai,4,SMA,0,0,1,3431,53,9676,Cabang
36,Perempuan,Menikah,4,Sarjana,1,0,0,5687,68,6666,Aplikasi Digital
43,Perempuan,Menikah,4,Magister,1,1,0,3222,38,1596,Aplikasi Digital
35,Laki-laki,Cerai,2,Magister,1,0,1,4180,53,4326,Cabang
29,Laki-laki,Cerai,1,Sarjana,0,1,1,2196,11,5237,Cabang
49,Laki-laki,Belum Menikah,2,SMA,0,0,0,3910,50,5838,Marketing
32,Perempuan,Cerai,0,SMA,1,1,1,7793,92,5471,Marketing
22,Laki-laki,Menikah,2,SMA,1,0,1,2527,69,4611,Aplikasi Digital
54,Perempuan,Belum Menikah,0,Magister,0,0,0,3914,84,1406,Marketing
26,Laki-laki,Cerai,4,SMA,0,0,0,3381,13,6348,Aplikasi Digital
27,Perempuan,Belum Menikah,3,SMA,0,1,1,5246,25,1929,Cabang
21,Laki-laki,Menikah,4,Sarjana,0,1,0,4291,22,9328,Cabang
18,Perempuan,Menikah,3,Magister,0,0,0,2599,56,4066,Marketing
30,Perempuan,Belum Menikah,3,SMA,1,1,1,5088,48,4242,Aplikasi Digital
26,Perempuan,Cerai,2,Magister,1,0,1,6043,60,1991,Marketing
42,Perempuan,Menikah,4,SMA,0,0,0,4394,57,8322,Marketing
64,Laki-laki,Cerai,2,Magister,0,1,1,4931,11,2707,Marketing
62,Perempuan,Menikah,2,SMA,1,0,1,3584,0,6563,Aplikasi Digital
40,Laki-laki,Cerai,2,Magister,1,1,0,5471,86,5694,Aplikasi Digital
31,Laki-laki,Menikah,1,SMA,1,1,1,7376,12,2105,Marketing
57,Laki-laki,Menikah,1,Magister,0,1,0,3139,73,6283,Marketing
29,Perempuan,Menikah,3,SMA,1,0,0,4426,73,3596,Aplikasi Digital
45,Laki-laki,Menikah,0,Sarjana,0,1,1,6732,25,7811,Aplikasi Digital
61,Laki-laki,Belum Menikah,0,Magister,1,1,1,6338,44,5217,Marketing
43,Laki-laki,Belum Menikah,0,Magister,0,1,1,7046,65,5067,Cabang
34,Laki-laki,Cerai,3,Sarjana,1,0,1,7698,34,6834,Cabang
24,Perempuan,Belum Menikah,0,SMA,0,1,0,6430,98,2936,Marketing
62,Laki-laki,Belum Menikah,4,SMA,1,0,0,5047,42,8326,Aplikasi Digital
36,Laki-laki,Menikah,3,Sarjana,1,0,1,6078,66,9632,Cabang
38,Perempuan,Menikah,1,Magister,1,0,0,7447,21,1246,Marketing
47,Perempuan,Cerai,4,SMA,0,0,0,5707,53,9335,Marketing
44,Laki-laki,Belum Menikah,0,SMA,0,1,1,7973,81,3235,Aplikasi Digital
60,Perempuan,Menikah,2,SMA,0,1,0,6753,58,8414,Cabang
30,Laki-laki,Cerai,3,Magister,1,0,1,7661,35,9585,Marketing
55,Perempuan,Belum Menikah,2,Sarjana,1,1,1,5157,0,9344,Marketing
37,Laki-laki,Belum Menikah,1,Magister,1,0,1,4929,92,3021,Aplikasi Digital
26,Laki-laki,Cerai,1,SMA,0,0,0,5823,96,2831,Cabang
53,Laki-laki,Belum Menikah,3,SMA,0,0,1,4655,80,4874,Marketing
22,Perempuan,Cerai,1,Magister,0,1,1,5537,99,6807,Marketing
40,Laki-laki,Menikah,0,Magister,0,0,0,4888,20,3108,Aplikasi Digital
30,Laki-laki,Menikah,4,SMA,0,1,1,2168,41,4654,Marketing
44,Laki-laki,Belum Menikah,0,SMA,1,0,1,3458,58,3077,Aplikasi Digital
62,Laki-laki,Cerai,2,SMA,0,1,1,4164,76,7867,Cabang
21,Perempuan,Cerai,4,Magister,1,1,0,6016,76,9176,Marketing
39,Laki-laki,Belum Menikah,3,SMA,1,1,0,4266,43,8485,Marketing
25,Perempuan,Belum Menikah,0,Magister,0,0,1,2651,82,8629,Cabang
28,Perempuan,Cerai,4,SMA,1,1,0,5566,36,8370,Aplikasi Digital
57,Perempuan,Cerai,1,SMA,1,0,1,5188,55,2889,Aplikasi Digital
37,Laki-laki,Menikah,3,SMA,0,1,1,3800,57,7188,Marketing
61,Perempuan,Cerai,1,Sarjana,0,0,0,5069,80,1959,Cabang
44,Perempuan,Menikah,3,SMA,0,0,0,4876,87,8863,Marketing
45,Perempuan,Belum Menikah,2,SMA,1,0,1,3086,95,4460,Cabang
36,Perempuan,Cerai,1,Sarjana,1,1,1,3507,73,6836,Marketing
47,Perempuan,Belum Menikah,0,Magister,0,1,0,4058,6,3824,Marketing
19,Laki-laki,Menikah,0,Magister,0,1,0,5096,80,8877,Aplikasi Digital
35,Laki-laki,Menikah,2,Magister,1,1,0,4594,25,5442,Cabang
42,Perempuan,Cerai,0,SMA,0,1,0,2531,59,7729,Cabang
56,Laki-laki,Belum Menikah,1,SMA,1,0,0,7535,13,1367,Cabang
24,Perempuan,Belum Menikah,1,Magister,1,0,0,6250,38,5032,Aplikasi Digital
43,Laki-laki,Menikah,4,Magister,1,0,1,2712,33,9151,Marketing
27,Laki-laki,Cerai,1,SMA,0,0,0,2915,58,5147,Aplikasi Digital
31,Perempuan,Menikah,4,Sarjana,0,1,0,7779,31,2051,Aplikasi Digital
32,Perempuan,Menikah,4,SMA,1,0,1,6989,75,3405,Cabang
22,Laki-laki,Menikah,4,Magister,1,1,1,6932,90,3421,Marketing
20,Perempuan,Cerai,4,Magister,0,0,0,7120,79,5480,Aplikasi Digital
30,Laki-laki,Cerai,0,Sarjana,1,1,1,6941,89,9792,Marketing
34,Laki-laki,Menikah,0,SMA,0,0,0,3514,22,9740,Marketing
31,Laki-laki,Cerai,4,Magister,1,1,0,4966,54,4972,Aplikasi Digital
20,Perempuan,Belum Menikah,4,Sarjana,0,1,1,2022,17,5236,Aplikasi Digital
51,Perempuan,Menikah,3,SMA,1,1,1,7740,8,3038,Aplikasi Digital
49,Perempuan,Belum Menikah,4,Magister,0,1,1,7445,27,7282,Marketing
52,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,3603,36,1162,Marketing
46,Laki-laki,Menikah,0,SMA,0,1,1,7599,13,9080,Marketing
24,Laki-laki,Menikah,0,SMA,1,1,1,2806,43,3748,Cabang
43,Perempuan,Menikah,1,Magister,0,1,0,4274,74,6242,Marketing
29,Perempuan,Belum Menikah,1,Magister,0,1,1,6669,27,6146,Cabang
22,Laki-laki,Belum Menikah,3,SMA,1,1,0,5730,11,3100,Aplikasi Digital
48,Laki-laki,Belum Menikah,0,Magister,0,0,0,2597,88,4669,Aplikasi Digital
42,Perempuan,Cerai,4,Magister,1,0,0,3519,87,2172,Marketing
48,Laki-laki,Cerai,4,Magister,0,0,1,7604,24,8226,Aplikasi Digital
63,Perempuan,Menikah,4,SMA,1,0,1,3322,64,4894,Marketing
60,Perempuan,Belum Menikah,4,SMA,1,0,0,5243,14,1402,Marketing
23,Perempuan,Belum Menikah,2,Magister,1,0,0,7319,67,6581,Cabang
26,Perempuan,Belum Menikah,3,Magister,0,1,0,2926,43,6655,Marketing
31,Laki-laki,Cerai,4,SMA,1,0,1,3072,88,9900,Marketing
32,Laki-laki,Belum Menikah,1,SMA,0,1,1,7546,11,7594,Cabang
60,Perempuan,Cerai,4,Sarjana,1,1,1,3852,16,3948,Marketing
20,Laki-laki,Cerai,0,Magister,1,1,1,6990,95,1992,Aplikasi Digital
61,Laki-laki,Cerai,2,SMA,0,1,1,2993,25,8321,Cabang
28,Perempuan,Menikah,1,SMA,1,0,0,3876,32,1507,Aplikasi Digital
45,Laki-laki,Cerai,2,Sarjana,1,1,1,6784,76,2705,Cabang
22,Laki-laki,Belum Menikah,2,Sarjana,0,0,1,6860,72,8783,Marketing
54,Perempuan,Menikah,3,SMA,1,0,1,7789,51,6602,Marketing
56,Perempuan,Cerai,4,SMA,0,1,0,6481,39,7431,Marketing
29,Laki-laki,Belum Menikah,4,Magister,1,1,0,3902,18,2972,Marketing
54,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,6119,29,2322,Aplikasi Digital
39,Laki-laki,Cerai,3,Magister,0,0,1,6565,10,6247,Aplikasi Digital
42,Laki-laki,Belum Menikah,1,SMA,0,1,1,5190,11,7398,Cabang
42,Laki-laki,Menikah,4,Magister,1,0,0,2272,73,1213,Marketing
43,Laki-laki,Menikah,1,SMA,0,0,1,6305,35,1937,Marketing
57,Perempuan,Menikah,1,SMA,0,0,1,5339,52,6440,Marketing
30,Laki-laki,Menikah,3,Sarjana,1,1,1,2124,76,1501,Cabang
23,Perempuan,Cerai,2,Sarjana,1,1,1,2778,35,4538,Marketing
30,Perempuan,Cerai,4,Magister,1,1,0,2721,87,5292,Marketing
37,Laki-laki,Belum Menikah,2,SMA,1,0,0,7357,21,8325,Marketing
44,Perempuan,Cerai,4,SMA,0,0,1,7417,51,7581,Aplikasi Digital
61,Laki-laki,Cerai,2,SMA,0,1,1,5362,51,7207,Marketing
64,Perempuan,Menikah,0,Sarjana,1,1,1,6254,73,6720,Marketing
32,Perempuan,Cerai,1,Sarjana,1,0,0,6878,59,7001,Aplikasi Digital
42,Perempuan,Cerai,0,SMA,0,0,1,4924,8,2884,Cabang
18,Perempuan,Menikah,1,Magister,1,0,1,6693,95,4191,Marketing
52,Laki-laki,Menikah,2,Sarjana,1,0,1,4006,54,5307,Aplikasi Digital
58,Perempuan,Belum Menikah,4,SMA,1,1,0,7275,5,2936,Aplikasi Digital
22,Perempuan,Menikah,3,SMA,1,1,0,3701,82,9933,Aplikasi Digital
56,Laki-laki,Belum Menikah,0,Sarjana,1,0,1,6165,93,4085,Marketing
47,Laki-laki,Cerai,0,SMA,1,1,0,5829,78,7219,Cabang
29,Laki-laki,Belum Menikah,1,SMA,0,1,1,5816,49,9976,Cabang
31,Perempuan,Belum Menikah,2,Sarjana,0,0,1,2914,97,6463,Marketing
49,Perempuan,Belum Menikah,3,SMA,0,0,1,2170,14,8271,Aplikasi Digital
31,Perempuan,Menikah,4,SMA,0,0,1,5433,72,6714,Aplikasi Digital
60,Perempuan,Menikah,2,SMA,1,1,0,2074,55,1328,Cabang
41,Laki-laki,Cerai,4,Sarjana,0,1,0,6867,42,7496,Cabang
18,Laki-laki,Belum Menikah,4,Magister,1,1,1,4310,27,8033,Cabang
60,Laki-laki,Menikah,1,SMA,0,1,1,3526,95,7517,Marketing
24,Laki-laki,Belum Menikah,2,Sarjana,0,1,0,3953,42,6537,Marketing
49,Laki-laki,Cerai,4,Sarjana,1,0,1,7394,16,7149,Cabang
39,Perempuan,Cerai,1,SMA,0,0,1,2659,56,4523,Marketing
50,Perempuan,Menikah,2,SMA,1,1,1,5243,43,2422,Marketing
22,Laki-laki,Menikah,1,SMA,0,1,0,6314,52,2204,Marketing
47,Laki-laki,Belum Menikah,3,Sarjana,0,0,1,6064,65,5555,Marketing
52,Perempuan,Cerai,0,Magister,0,0,0,6926,9,7120,Aplikasi Digital
37,Perempuan,Menikah,0,Magister,0,0,0,3078,12,4335,Cabang
26,Laki-laki,Menikah,2,Sarjana,1,0,1,6688,5,3745,Cabang
46,Laki-laki,Belum Menikah,3,Magister,0,0,0,4282,30,6106,Aplikasi Digital
47,Laki-laki,Cerai,0,Sarjana,1,0,0,5598,66,3207,Cabang
34,Perempuan,Cerai,0,SMA,1,1,0,3896,62,7973,Marketing
29,Perempuan,Cerai,4,Magister,1,0,0,7963,55,6821,Cabang
21,Perempuan,Cerai,1,Magister,1,1,0,7854,43,7148,Marketing
31,Laki-laki,Menikah,4,Sarjana,0,0,0,3249,73,5666,Cabang
60,Laki-laki,Belum Menikah,4,Magister,0,1,1,6020,72,5107,Cabang
45,Laki-laki,Menikah,0,SMA,0,0,0,7363,84,8847,Marketing
29,Laki-laki,Menikah,0,SMA,0,0,0,3363,94,5312,Aplikasi Digital
40,Perempuan,Menikah,2,Sarjana,1,1,0,6466,47,2656,Cabang
43,Laki-laki,Belum Menikah,0,Sarjana,0,1,0,4212,87,7188,Marketing
52,Laki-laki,Menikah,3,Magister,1,0,0,5447,39,2441,Aplikasi Digital
51,Laki-laki,Belum Menikah,3,Sarjana,1,1,1,7352,74,7932,Marketing
47,Perempuan,Belum Menikah,3,SMA,0,1,1,5227,35,6761,Cabang
43,Perempuan,Cerai,1,SMA,1,1,0,6212,63,7054,Cabang
35,Perempuan,Belum Menikah,1,SMA,0,0,1,3392,95,9084,Marketing
47,Perempuan,Menikah,0,Sarjana,0,0,1,2004,80,7963,Aplikasi Digital
38,Laki-laki,Belum Menikah,1,Sarjana,1,1,1,5587,89,8061,Aplikasi Digital
54,Laki-laki,Cerai,1,SMA,1,0,0,7400,79,4685,Cabang
31,Laki-laki,Belum Menikah,0,SMA,0,0,0,7821,81,7544,Aplikasi Digital
34,Laki-laki,Belum Menikah,0,Magister,1,1,1,4768,94,6251,Cabang
35,Perempuan,Cerai,0,Magister,1,1,1,6544,12,6370,Cabang
59,Laki-laki,Belum Menikah,1,Sarjana,0,1,0,4788,20,9356,Aplikasi Digital
27,Perempuan,Cerai,0,Sarjana,1,0,1,7661,39,6173,Marketing
58,Laki-laki,Menikah,1,SMA,1,1,1,2361,31,1909,Aplikasi Digital
40,Laki-laki,Belum Menikah,3,SMA,1,0,0,2051,30,4234,Aplikasi Digital
59,Laki-laki,Menikah,1,SMA,1,0,0,4366,76,8966,Marketing
44,Perempuan,Cerai,2,Sarjana,0,0,0,4241,40,2291,Marketing
42,Laki-laki,Menikah,2,SMA,1,0,1,3448,92,9677,Cabang
29,Perempuan,Belum Menikah,4,Magister,1,1,0,3989,95,4376,Cabang
19,Perempuan,Cerai,1,Magister,1,1,1,6074,81,2123,Marketing
58,Perempuan,Belum Menikah,0,Magister,0,1,0,2063,58,9834,Marketing
52,Perempuan,Cerai,2,Magister,0,1,0,2690,20,2648,Cabang
53,Perempuan,Cerai,0,SMA,0,1,1,4525,46,8140,Marketing
25,Perempuan,Cerai,1,Magister,0,1,0,2559,0,8812,Cabang
57,Perempuan,Cerai,3,Magister,0,0,1,3109,96,7654,Aplikasi Digital
60,Perempuan,Menikah,3,SMA,0,1,0,4243,28,9086,Marketing
33,Laki-laki,Menikah,1,Sarjana,0,0,0,6442,17,7937,Aplikasi Digital
57,Perempuan,Menikah,0,Sarjana,0,0,0,3352,32,9796,Aplikasi Digital
59,Laki-laki,Belum Menikah,2,Sarjana,0,1,1,3047,52,7601,Cabang
31,Laki-laki,Menikah,2,SMA,0,1,1,6605,92,3242,Aplikasi Digital
41,Perempuan,Cerai,2,SMA,1,1,1,4225,53,7689,Cabang
20,Laki-laki,Cerai,3,SMA,1,1,1,4729,74,3432,Cabang
30,Perempuan,Menikah,1,SMA,0,0,0,6668,18,1139,Aplikasi Digital
34,Laki-laki,Menikah,4,Sarjana,0,1,0,7090,94,3340,Marketing
34,Perempuan,Belum Menikah,1,Sarjana,0,0,0,6184,62,9676,Cabang
18,Laki-laki,Belum Menikah,2,Sarjana,0,0,1,7554,9,7622,Cabang
56,Laki-laki,Cerai,0,Magister,0,0,1,3400,16,3022,Marketing
64,Perempuan,Cerai,0,Sarjana,0,1,1,6026,9,5551,Aplikasi Digital
37,Laki-laki,Cerai,2,SMA,0,1,0,6107,2,4565,Cabang
30,Laki-laki,Menikah,0,Magister,1,0,0,6841,32,2808,Marketing
29,Perempuan,Menikah,2,Sarjana,0,1,0,6275,17,6885,Aplikasi Digital
41,Perempuan,Menikah,1,Sarjana,0,0,1,6810,8,8781,Marketing
63,Perempuan,Belum Menikah,4,SMA,1,1,1,4475,58,7476,Marketing
48,Laki-laki,Menikah,1,Magister,0,0,0,5995,49,7520,Marketing
47,Laki-laki,Menikah,3,SMA,0,0,1,6926,92,4794,Marketing
38,Perempuan,Belum Menikah,2,Magister,1,0,0,3993,8,5439,Aplikasi Digital
24,Perempuan,Cerai,4,Sarjana,1,1,0,4890,90,2336,Aplikasi Digital
63,Perempuan,Belum Menikah,1,Sarjana,0,0,1,5417,52,9985,Cabang
33,Perempuan,Belum Menikah,2,SMA,1,0,0,6591,41,8750,Marketing
40,Perempuan,Menikah,0,Sarjana,0,1,1,7811,62,8472,Marketing
30,Perempuan,Menikah,1,Sarjana,0,0,1,7354,92,7033,Cabang
18,Laki-laki,Menikah,0,Sarjana,0,1,0,6533,35,1348,Marketing
27,Laki-laki,Cerai,3,SMA,1,1,0,2383,59,5024,Aplikasi Digital
19,Perempuan,Belum Menikah,1,Sarjana,0,1,0,2881,19,2450,Aplikasi Digital
20,Perempuan,Belum Menikah,4,Magister,1,0,0,5650,89,2195,Cabang
39,Laki-laki,Belum Menikah,4,Sarjana,0,1,1,4885,28,3268,Aplikasi Digital
34,Laki-laki,Belum Menikah,1,SMA,1,0,0,2609,60,8897,Aplikasi Digital
20,Laki-laki,Cerai,2,Magister,1,0,0,4830,90,4233,Cabang
51,Perempuan,Menikah,0,Sarjana,0,0,1,7371,96,9794,Cabang
64,Laki-laki,Belum Menikah,0,SMA,1,1,1,7689,70,9430,Aplikasi Digital
18,Laki-laki,Menikah,1,SMA,1,1,1,3875,9,5624,Cabang
32,Laki-laki,Belum Menikah,2,Magister,0,1,0,4723,78,6033,Cabang
44,Laki-laki,Cerai,4,SMA,1,1,0,5346,39,7525,Aplikasi Digital
27,Perempuan,Menikah,3,Magister,0,1,0,5589,34,5969,Aplikasi Digital
58,Perempuan,Cerai,0,Magister,0,0,0,4049,84,9709,Cabang
20,Perempuan,Cerai,4,Sarjana,0,0,1,7374,88,5598,Cabang
22,Laki-laki,Menikah,2,Sarjana,0,0,0,2625,82,8866,Cabang
26,Laki-laki,Belum Menikah,2,Magister,0,0,1,3386,92,3942,Cabang
47,Perempuan,Menikah,4,Sarjana,1,0,1,6584,48,8457,Aplikasi Digital
41,Laki-laki,Menikah,2,Magister,0,1,1,3074,73,3131,Marketing
61,Laki-laki,Cerai,3,SMA,0,1,0,2266,51,9376,Marketing
59,Laki-laki,Menikah,3,Sarjana,0,1,1,2314,7,6584,Cabang
42,Perempuan,Cerai,1,Sarjana,0,0,0,6402,42,2535,Marketing
27,Perempuan,Belum Menikah,1,Sarjana,0,0,0,4061,12,5495,Cabang
44,Laki-laki,Belum Menikah,4,SMA,1,1,0,2999,10,1486,Cabang
47,Perempuan,Belum Menikah,4,Magister,1,0,1,2252,22,6047,Marketing
41,Perempuan,Belum Menikah,3,Sarjana,1,0,0,6190,35,6883,Marketing
54,Perempuan,Cerai,4,Magister,1,0,0,2030,36,2720,Aplikasi Digital
57,Perempuan,Menikah,0,Magister,0,0,0,2286,24,3424,Cabang
26,Perempuan,Menikah,1,Magister,0,1,1,4460,82,7871,Cabang
31,Perempuan,Menikah,4,SMA,0,1,1,5017,78,9443,Cabang
26,Perempuan,Cerai,1,SMA,0,1,0,5085,18,2607,Marketing
58,Perempuan,Belum Menikah,2,Sarjana,1,0,0,3045,11,2875,Aplikasi Digital
34,Laki-laki,Menikah,3,Sarjana,1,1,1,3676,36,1422,Aplikasi Digital
55,Laki-laki,Belum Menikah,0,Sarjana,0,1,1,6559,4,8933,Cabang
59,Perempuan,Menikah,1,Magister,1,0,0,7091,13,5820,Cabang
23,Laki-laki,Menikah,4,Sarjana,1,0,1,4339,84,5398,Marketing
50,Laki-laki,Belum Menikah,4,SMA,1,1,1,5200,84,7798,Cabang
50,Laki-laki,Cerai,2,Magister,1,1,1,6528,11,2992,Cabang
20,Laki-laki,Cerai,2,Sarjana,0,1,1,2317,91,4468,Marketing
60,Laki-laki,Belum Menikah,2,SMA,0,1,1,6468,14,4386,Aplikasi Digital
48,Laki-laki,Menikah,3,Magister,0,1,0,5934,68,1909,Cabang
33,Perempuan,Belum Menikah,0,Sarjana,1,0,0,3208,65,6895,Cabang
41,Laki-laki,Menikah,1,Magister,1,1,1,4943,95,1940,Marketing
43,Perempuan,Belum Menikah,3,Magister,0,1,0,3596,52,4320,Cabang
55,Laki-laki,Cerai,0,Sarjana,0,0,1,7378,74,1098,Cabang
22,Perempuan,Cerai,2,Magister,1,0,1,6265,14,7115,Marketing
50,Perempuan,Cerai,4,SMA,0,0,1,7556,44,6922,Aplikasi Digital
57,Laki-laki,Cerai,0,SMA,0,1,1,5198,78,1026,Marketing
30,Perempuan,Belum Menikah,2,Magister,1,1,1,3680,84,2225,Marketing
40,Laki-laki,Cerai,1,Magister,0,0,0,3377,98,4030,Cabang
37,Laki-laki,Cerai,0,Sarjana,1,0,0,2027,19,5785,Marketing
39,Perempuan,Menikah,4,Magister,0,1,1,6620,23,9971,Aplikasi Digital
45,Laki-laki,Cerai,2,Magister,0,0,1,4873,37,3344,Aplikasi Digital
63,Laki-laki,Belum Menikah,1,Magister,1,1,0,6669,51,5749,Aplikasi Digital
60,Laki-laki,Menikah,0,Sarjana,1,0,0,4715,87,9835,Aplikasi Digital
30,Laki-laki,Belum Menikah,2,SMA,1,1,0,4989,58,7111,Marketing
21,Perempuan,Menikah,0,SMA,1,1,0,5760,49,4151,Marketing
